order_item_id,created_at,order_id,product_id,is_primary_item,price_usd,cogs_usd
199,2012-05-15 03:20:44,199,1,1,49.99,19.49
200,2012-05-15 05:20:02,200,1,1,49.99,19.49
201,2012-05-15 05:28:05,201,1,1,49.99,19.49
202,2012-05-15 08:13:34,202,1,1,49.99,19.49
203,2012-05-15 08:56:05,203,1,1,49.99,19.49
204,2012-05-15 15:06:45,204,1,1,49.99,19.49
205,2012-05-15 15:29:52,205,1,1,49.99,19.49
206,2012-05-15 17:26:16,206,1,1,49.99,19.49
207,2012-05-16 05:07:43,207,1,1,49.99,19.49
208,2012-05-16 05:33:50,208,1,1,49.99,19.49
209,2012-05-17 00:34:13,209,1,1,49.99,19.49
210,2012-05-17 16:23:20,210,1,1,49.99,19.49
211,2012-05-17 19:33:38,211,1,1,49.99,19.49
212,2012-05-18 10:29:28,212,1,1,49.99,19.49
213,2012-05-18 11:38:07,213,1,1,49.99,19.49
214,2012-05-18 13:43:00,214,1,1,49.99,19.49
215,2012-05-18 14:24:34,215,1,1,49.99,19.49
216,2012-05-19 03:45:52,216,1,1,49.99,19.49
217,2012-05-20 00:54:14,217,1,1,49.99,19.49
218,2012-05-20 09:53:49,218,1,1,49.99,19.49
219,2012-05-20 22:54:22,219,1,1,49.99,19.49
220,2012-05-20 23:15:35,220,1,1,49.99,19.49
221,2012-05-20 23:36:57,221,1,1,49.99,19.49
222,2012-05-21 05:26:35,222,1,1,49.99,19.49
223,2012-05-21 11:52:18,223,1,1,49.99,19.49
224,2012-05-21 16:48:12,224,1,1,49.99,19.49
225,2012-05-21 22:15:20,225,1,1,49.99,19.49
226,2012-05-22 05:15:47,226,1,1,49.99,19.49
227,2012-05-22 06:15:19,227,1,1,49.99,19.49
228,2012-05-22 11:40:48,228,1,1,49.99,19.49
229,2012-05-22 13:00:49,229,1,1,49.99,19.49
230,2012-05-22 16:53:01,230,1,1,49.99,19.49
231,2012-05-23 03:29:12,231,1,1,49.99,19.49
232,2012-05-23 22:13:43,232,1,1,49.99,19.49
233,2012-05-23 23:24:06,233,1,1,49.99,19.49
234,2012-05-24 19:34:52,234,1,1,49.99,19.49
235,2012-05-24 20:47:20,235,1,1,49.99,19.49
236,2012-05-25 04:56:43,236,1,1,49.99,19.49
237,2012-05-25 05:03:31,237,1,1,49.99,19.49
238,2012-05-25 11:32:25,238,1,1,49.99,19.49
239,2012-05-25 14:34:54,239,1,1,49.99,19.49
240,2012-05-25 14:47:19,240,1,1,49.99,19.49
241,2012-05-25 16:22:45,241,1,1,49.99,19.49
242,2012-05-26 13:48:44,242,1,1,49.99,19.49
243,2012-05-26 14:12:31,243,1,1,49.99,19.49
244,2012-05-26 17:15:58,244,1,1,49.99,19.49
245,2012-05-27 09:35:20,245,1,1,49.99,19.49
246,2012-05-27 23:20:09,246,1,1,49.99,19.49
247,2012-05-28 01:00:08,247,1,1,49.99,19.49
248,2012-05-28 06:32:53,248,1,1,49.99,19.49
249,2012-05-28 15:16:53,249,1,1,49.99,19.49
250,2012-05-29 06:08:15,250,1,1,49.99,19.49
251,2012-05-29 10:25:35,251,1,1,49.99,19.49
252,2012-05-29 10:28:05,252,1,1,49.99,19.49
253,2012-05-29 11:52:28,253,1,1,49.99,19.49
254,2012-05-29 15:26:24,254,1,1,49.99,19.49
255,2012-05-29 16:36:43,255,1,1,49.99,19.49
256,2012-05-29 17:05:01,256,1,1,49.99,19.49
257,2012-05-29 23:52:45,257,1,1,49.99,19.49
258,2012-05-30 03:09:09,258,1,1,49.99,19.49
259,2012-05-30 07:56:12,259,1,1,49.99,19.49
260,2012-05-30 12:03:14,260,1,1,49.99,19.49
261,2012-05-30 20:49:37,261,1,1,49.99,19.49
262,2012-05-30 23:02:24,262,1,1,49.99,19.49
263,2012-05-31 05:33:03,263,1,1,49.99,19.49
264,2012-05-31 09:04:38,264,1,1,49.99,19.49
265,2012-05-31 11:07:52,265,1,1,49.99,19.49
266,2012-05-31 16:48:56,266,1,1,49.99,19.49
267,2012-05-31 23:09:54,267,1,1,49.99,19.49
268,2012-06-01 06:22:07,268,1,1,49.99,19.49
269,2012-06-01 12:48:56,269,1,1,49.99,19.49
270,2012-06-01 12:57:29,270,1,1,49.99,19.49
271,2012-06-01 14:22:14,271,1,1,49.99,19.49
272,2012-06-01 18:27:57,272,1,1,49.99,19.49
273,2012-06-01 20:13:43,273,1,1,49.99,19.49
274,2012-06-02 13:04:20,274,1,1,49.99,19.49
275,2012-06-02 23:36:33,275,1,1,49.99,19.49
276,2012-06-03 07:08:32,276,1,1,49.99,19.49
277,2012-06-03 10:20:20,277,1,1,49.99,19.49
278,2012-06-03 17:07:33,278,1,1,49.99,19.49
279,2012-06-03 18:13:27,279,1,1,49.99,19.49
280,2012-06-04 01:52:42,280,1,1,49.99,19.49
281,2012-06-04 18:54:32,281,1,1,49.99,19.49
282,2012-06-05 00:05:08,282,1,1,49.99,19.49
283,2012-06-05 00:43:45,283,1,1,49.99,19.49
284,2012-06-05 03:25:52,284,1,1,49.99,19.49
285,2012-06-05 11:58:32,285,1,1,49.99,19.49
286,2012-06-05 14:05:13,286,1,1,49.99,19.49
287,2012-06-06 01:28:55,287,1,1,49.99,19.49
288,2012-06-06 08:14:09,288,1,1,49.99,19.49
289,2012-06-06 09:43:17,289,1,1,49.99,19.49
290,2012-06-06 10:54:47,290,1,1,49.99,19.49
291,2012-06-06 13:05:33,291,1,1,49.99,19.49
292,2012-06-06 16:36:33,292,1,1,49.99,19.49
293,2012-06-06 17:40:07,293,1,1,49.99,19.49
294,2012-06-06 18:13:18,294,1,1,49.99,19.49
295,2012-06-07 06:41:57,295,1,1,49.99,19.49
296,2012-06-07 09:31:47,296,1,1,49.99,19.49
297,2012-06-07 11:52:01,297,1,1,49.99,19.49
298,2012-06-07 12:51:42,298,1,1,49.99,19.49
299,2012-06-07 13:34:27,299,1,1,49.99,19.49
300,2012-06-07 20:46:55,300,1,1,49.99,19.49
301,2012-06-08 00:03:33,301,1,1,49.99,19.49
302,2012-06-08 01:47:40,302,1,1,49.99,19.49
303,2012-06-08 06:25:01,303,1,1,49.99,19.49
304,2012-06-08 09:11:42,304,1,1,49.99,19.49
305,2012-06-08 10:07:24,305,1,1,49.99,19.49
306,2012-06-08 13:58:12,306,1,1,49.99,19.49
307,2012-06-09 03:07:43,307,1,1,49.99,19.49
308,2012-06-09 14:35:34,308,1,1,49.99,19.49
309,2012-06-09 23:54:32,309,1,1,49.99,19.49
310,2012-06-10 18:55:21,310,1,1,49.99,19.49
311,2012-06-10 19:48:05,311,1,1,49.99,19.49
312,2012-06-10 21:39:55,312,1,1,49.99,19.49
313,2012-06-11 09:36:20,313,1,1,49.99,19.49
314,2012-06-11 10:54:00,314,1,1,49.99,19.49
315,2012-06-11 11:01:26,315,1,1,49.99,19.49
316,2012-06-11 11:47:49,316,1,1,49.99,19.49
317,2012-06-11 18:56:38,317,1,1,49.99,19.49
318,2012-06-12 02:14:58,318,1,1,49.99,19.49
319,2012-06-12 04:20:51,319,1,1,49.99,19.49
320,2012-06-12 11:24:59,320,1,1,49.99,19.49
321,2012-06-12 14:26:12,321,1,1,49.99,19.49
322,2012-06-12 19:17:57,322,1,1,49.99,19.49
323,2012-06-13 06:04:27,323,1,1,49.99,19.49
324,2012-06-13 10:37:39,324,1,1,49.99,19.49
325,2012-06-13 10:58:10,325,1,1,49.99,19.49
326,2012-06-13 11:16:36,326,1,1,49.99,19.49
327,2012-06-13 11:20:33,327,1,1,49.99,19.49
328,2012-06-13 11:50:45,328,1,1,49.99,19.49
329,2012-06-13 12:29:01,329,1,1,49.99,19.49
330,2012-06-13 14:02:27,330,1,1,49.99,19.49
331,2012-06-13 15:21:05,331,1,1,49.99,19.49
332,2012-06-13 17:09:12,332,1,1,49.99,19.49
333,2012-06-14 14:26:25,333,1,1,49.99,19.49
334,2012-06-15 13:58:14,334,1,1,49.99,19.49
335,2012-06-15 23:13:12,335,1,1,49.99,19.49
336,2012-06-16 00:01:59,336,1,1,49.99,19.49
337,2012-06-16 03:33:59,337,1,1,49.99,19.49
338,2012-06-16 12:01:25,338,1,1,49.99,19.49
339,2012-06-17 15:38:35,339,1,1,49.99,19.49
340,2012-06-17 19:48:58,340,1,1,49.99,19.49
341,2012-06-17 22:07:17,341,1,1,49.99,19.49
342,2012-06-17 22:28:00,342,1,1,49.99,19.49
343,2012-06-18 00:56:42,343,1,1,49.99,19.49
344,2012-06-18 13:34:15,344,1,1,49.99,19.49
345,2012-06-18 14:05:16,345,1,1,49.99,19.49
346,2012-06-18 15:11:43,346,1,1,49.99,19.49
347,2012-06-18 18:59:55,347,1,1,49.99,19.49
348,2012-06-18 21:48:03,348,1,1,49.99,19.49
349,2012-06-18 22:57:16,349,1,1,49.99,19.49
350,2012-06-19 11:32:52,350,1,1,49.99,19.49
351,2012-06-19 12:18:16,351,1,1,49.99,19.49
352,2012-06-19 13:30:33,352,1,1,49.99,19.49
353,2012-06-19 13:52:26,353,1,1,49.99,19.49
354,2012-06-19 16:48:25,354,1,1,49.99,19.49
355,2012-06-19 20:11:05,355,1,1,49.99,19.49
356,2012-06-20 11:33:35,356,1,1,49.99,19.49
357,2012-06-20 13:50:01,357,1,1,49.99,19.49
358,2012-06-20 14:47:06,358,1,1,49.99,19.49
359,2012-06-20 16:00:38,359,1,1,49.99,19.49
360,2012-06-20 17:08:38,360,1,1,49.99,19.49
361,2012-06-20 22:54:44,361,1,1,49.99,19.49
362,2012-06-21 04:58:24,362,1,1,49.99,19.49
363,2012-06-21 08:15:41,363,1,1,49.99,19.49
364,2012-06-21 11:10:30,364,1,1,49.99,19.49
365,2012-06-21 16:25:33,365,1,1,49.99,19.49
366,2012-06-21 19:59:44,366,1,1,49.99,19.49
367,2012-06-22 08:41:18,367,1,1,49.99,19.49
368,2012-06-22 11:36:44,368,1,1,49.99,19.49
369,2012-06-22 14:33:43,369,1,1,49.99,19.49
370,2012-06-22 18:49:05,370,1,1,49.99,19.49
371,2012-06-22 19:33:16,371,1,1,49.99,19.49
372,2012-06-23 12:06:08,372,1,1,49.99,19.49
373,2012-06-23 13:40:12,373,1,1,49.99,19.49
374,2012-06-23 16:36:18,374,1,1,49.99,19.49
375,2012-06-23 22:43:23,375,1,1,49.99,19.49
376,2012-06-24 22:23:27,376,1,1,49.99,19.49
377,2012-06-24 22:31:20,377,1,1,49.99,19.49
378,2012-06-25 07:54:20,378,1,1,49.99,19.49
379,2012-06-25 15:26:00,379,1,1,49.99,19.49
380,2012-06-25 16:15:11,380,1,1,49.99,19.49
381,2012-06-25 19:33:29,381,1,1,49.99,19.49
382,2012-06-25 19:54:22,382,1,1,49.99,19.49
383,2012-06-26 11:55:47,383,1,1,49.99,19.49
384,2012-06-26 15:30:33,384,1,1,49.99,19.49
385,2012-06-26 16:06:17,385,1,1,49.99,19.49
386,2012-06-26 18:57:33,386,1,1,49.99,19.49
387,2012-06-26 21:13:49,387,1,1,49.99,19.49
388,2012-06-27 08:32:24,388,1,1,49.99,19.49
389,2012-06-27 08:47:31,389,1,1,49.99,19.49
390,2012-06-27 11:00:53,390,1,1,49.99,19.49
391,2012-06-27 11:54:28,391,1,1,49.99,19.49
392,2012-06-27 17:25:39,392,1,1,49.99,19.49
393,2012-06-27 19:31:05,393,1,1,49.99,19.49
394,2012-06-28 10:23:55,394,1,1,49.99,19.49
395,2012-06-28 13:40:38,395,1,1,49.99,19.49
396,2012-06-28 16:39:38,396,1,1,49.99,19.49
397,2012-06-28 19:34:15,397,1,1,49.99,19.49
398,2012-06-28 20:48:11,398,1,1,49.99,19.49
399,2012-06-28 20:56:06,399,1,1,49.99,19.49
400,2012-06-28 22:09:09,400,1,1,49.99,19.49
401,2012-06-28 22:24:39,401,1,1,49.99,19.49
402,2012-06-28 22:31:35,402,1,1,49.99,19.49
403,2012-06-29 16:09:23,403,1,1,49.99,19.49
404,2012-06-29 18:43:37,404,1,1,49.99,19.49
405,2012-06-30 15:17:20,405,1,1,49.99,19.49
406,2012-06-30 15:36:55,406,1,1,49.99,19.49
407,2012-06-30 19:50:24,407,1,1,49.99,19.49
408,2012-07-01 04:39:15,408,1,1,49.99,19.49
409,2012-07-02 13:24:53,409,1,1,49.99,19.49
410,2012-07-02 16:45:36,410,1,1,49.99,19.49
411,2012-07-02 17:54:02,411,1,1,49.99,19.49
412,2012-07-03 08:18:59,412,1,1,49.99,19.49
413,2012-07-03 10:42:14,413,1,1,49.99,19.49
414,2012-07-03 16:47:31,414,1,1,49.99,19.49
415,2012-07-03 19:10:49,415,1,1,49.99,19.49
416,2012-07-04 05:03:48,416,1,1,49.99,19.49
417,2012-07-04 10:01:15,417,1,1,49.99,19.49
418,2012-07-04 10:47:55,418,1,1,49.99,19.49
419,2012-07-04 11:06:26,419,1,1,49.99,19.49
420,2012-07-04 14:43:10,420,1,1,49.99,19.49
421,2012-07-04 18:29:11,421,1,1,49.99,19.49
422,2012-07-05 00:47:21,422,1,1,49.99,19.49
423,2012-07-05 04:47:21,423,1,1,49.99,19.49
424,2012-07-05 09:59:09,424,1,1,49.99,19.49
425,2012-07-05 11:14:31,425,1,1,49.99,19.49
426,2012-07-05 16:37:59,426,1,1,49.99,19.49
427,2012-07-05 19:49:47,427,1,1,49.99,19.49
428,2012-07-05 20:41:36,428,1,1,49.99,19.49
429,2012-07-06 11:27:19,429,1,1,49.99,19.49
430,2012-07-06 14:55:59,430,1,1,49.99,19.49
431,2012-07-06 18:26:30,431,1,1,49.99,19.49
432,2012-07-06 19:31:49,432,1,1,49.99,19.49
433,2012-07-06 23:22:36,433,1,1,49.99,19.49
434,2012-07-07 03:59:22,434,1,1,49.99,19.49
435,2012-07-07 11:23:00,435,1,1,49.99,19.49
436,2012-07-07 15:54:15,436,1,1,49.99,19.49
437,2012-07-07 17:04:54,437,1,1,49.99,19.49
438,2012-07-08 01:02:03,438,1,1,49.99,19.49
439,2012-07-08 09:24:08,439,1,1,49.99,19.49
440,2012-07-09 01:52:21,440,1,1,49.99,19.49
441,2012-07-09 09:42:21,441,1,1,49.99,19.49
442,2012-07-09 13:16:10,442,1,1,49.99,19.49
443,2012-07-09 13:45:45,443,1,1,49.99,19.49
444,2012-07-09 13:49:41,444,1,1,49.99,19.49
445,2012-07-09 15:11:16,445,1,1,49.99,19.49
446,2012-07-09 16:22:11,446,1,1,49.99,19.49
447,2012-07-10 10:05:45,447,1,1,49.99,19.49
448,2012-07-10 10:29:22,448,1,1,49.99,19.49
449,2012-07-10 11:39:32,449,1,1,49.99,19.49
450,2012-07-10 18:36:11,450,1,1,49.99,19.49
451,2012-07-10 20:15:01,451,1,1,49.99,19.49
452,2012-07-10 21:09:44,452,1,1,49.99,19.49
453,2012-07-11 05:50:22,453,1,1,49.99,19.49
454,2012-07-11 09:23:53,454,1,1,49.99,19.49
455,2012-07-11 12:21:30,455,1,1,49.99,19.49
456,2012-07-11 12:52:47,456,1,1,49.99,19.49
457,2012-07-11 13:24:17,457,1,1,49.99,19.49
458,2012-07-11 13:47:21,458,1,1,49.99,19.49
459,2012-07-11 13:48:14,459,1,1,49.99,19.49
460,2012-07-11 15:06:13,460,1,1,49.99,19.49
461,2012-07-11 16:03:49,461,1,1,49.99,19.49
462,2012-07-12 16:32:46,462,1,1,49.99,19.49
463,2012-07-12 19:04:07,463,1,1,49.99,19.49
464,2012-07-12 19:52:36,464,1,1,49.99,19.49
465,2012-07-12 23:48:07,465,1,1,49.99,19.49
466,2012-07-13 08:10:50,466,1,1,49.99,19.49
467,2012-07-13 10:41:18,467,1,1,49.99,19.49
468,2012-07-13 13:03:58,468,1,1,49.99,19.49
469,2012-07-13 23:45:01,469,1,1,49.99,19.49
470,2012-07-14 02:51:53,470,1,1,49.99,19.49
471,2012-07-14 12:53:11,471,1,1,49.99,19.49
472,2012-07-14 14:57:16,472,1,1,49.99,19.49
473,2012-07-14 15:30:54,473,1,1,49.99,19.49
474,2012-07-15 01:38:13,474,1,1,49.99,19.49
475,2012-07-15 10:16:15,475,1,1,49.99,19.49
476,2012-07-15 12:04:18,476,1,1,49.99,19.49
477,2012-07-15 14:13:43,477,1,1,49.99,19.49
478,2012-07-15 19:03:48,478,1,1,49.99,19.49
479,2012-07-15 19:50:21,479,1,1,49.99,19.49
480,2012-07-16 10:46:43,480,1,1,49.99,19.49
