website_pageview_id,created_at,website_session_id,pageview_url
291,2012-03-20 09:40:56,162,/home
292,2012-03-20 09:41:45,160,/thank-you-for-your-order
293,2012-03-20 09:43:31,162,/products
294,2012-03-20 10:09:03,163,/home
295,2012-03-20 10:12:30,164,/home
296,2012-03-20 10:13:45,163,/products
297,2012-03-20 10:16:01,165,/home
298,2012-03-20 10:20:19,165,/products
299,2012-03-20 10:22:17,166,/home
300,2012-03-20 10:24:50,165,/the-original-mr-fuzzy
301,2012-03-20 10:25:32,165,/cart
302,2012-03-20 10:26:00,167,/home
303,2012-03-20 10:27:25,165,/shipping
304,2012-03-20 10:29:58,165,/billing
305,2012-03-20 10:34:01,168,/home
306,2012-03-20 10:37:57,169,/home
307,2012-03-20 10:38:31,169,/products
308,2012-03-20 10:40:10,169,/the-original-mr-fuzzy
309,2012-03-20 10:41:41,170,/home
310,2012-03-20 10:44:23,171,/home
311,2012-03-20 10:48:35,171,/products
312,2012-03-20 10:48:42,172,/home
313,2012-03-20 10:51:50,171,/the-original-mr-fuzzy
314,2012-03-20 10:51:54,172,/products
315,2012-03-20 10:53:28,173,/home
316,2012-03-20 10:57:44,173,/products
317,2012-03-20 10:59:23,174,/home
318,2012-03-20 10:59:56,173,/the-original-mr-fuzzy
319,2012-03-20 11:02:56,173,/cart
320,2012-03-20 11:03:02,174,/products
321,2012-03-20 11:04:14,173,/shipping
322,2012-03-20 11:12:46,175,/home
323,2012-03-20 11:15:05,176,/home
324,2012-03-20 11:15:15,177,/home
325,2012-03-20 11:17:18,177,/products
326,2012-03-20 11:18:18,177,/the-original-mr-fuzzy
327,2012-03-20 11:19:51,177,/cart
328,2012-03-20 11:20:23,177,/shipping
329,2012-03-20 11:21:48,177,/billing
330,2012-03-20 11:28:15,177,/thank-you-for-your-order
331,2012-03-20 11:29:00,178,/home
332,2012-03-20 11:31:03,179,/home
333,2012-03-20 11:33:28,179,/products
334,2012-03-20 11:35:18,180,/home
335,2012-03-20 11:36:03,179,/the-original-mr-fuzzy
336,2012-03-20 11:37:53,181,/home
337,2012-03-20 11:54:25,182,/home
338,2012-03-20 11:55:12,183,/home
339,2012-03-20 12:00:45,184,/home
340,2012-03-20 12:01:21,184,/products
341,2012-03-20 12:02:11,184,/the-original-mr-fuzzy
342,2012-03-20 12:04:08,184,/cart
343,2012-03-20 12:04:21,185,/home
344,2012-03-20 12:06:08,184,/shipping
345,2012-03-20 12:06:58,186,/home
346,2012-03-20 12:08:07,184,/billing
347,2012-03-20 12:09:05,187,/home
348,2012-03-20 12:09:14,188,/home
349,2012-03-20 12:17:45,189,/home
350,2012-03-20 12:20:06,189,/products
351,2012-03-20 12:20:41,189,/the-original-mr-fuzzy
352,2012-03-20 12:21:14,190,/home
353,2012-03-20 12:21:24,191,/home
354,2012-03-20 12:24:50,192,/home
355,2012-03-20 12:26:29,193,/home
356,2012-03-20 12:28:32,194,/home
357,2012-03-20 12:28:44,192,/products
358,2012-03-20 12:33:19,192,/the-original-mr-fuzzy
359,2012-03-20 12:39:07,195,/home
360,2012-03-20 12:42:51,196,/home
361,2012-03-20 12:48:08,197,/home
362,2012-03-20 12:51:01,198,/home
363,2012-03-20 12:51:42,197,/products
364,2012-03-20 12:54:55,197,/the-original-mr-fuzzy
365,2012-03-20 13:12:04,199,/home
366,2012-03-20 13:15:35,200,/home
367,2012-03-20 13:30:48,201,/home
368,2012-03-20 13:32:15,202,/home
369,2012-03-20 13:34:44,201,/products
370,2012-03-20 13:36:50,201,/the-original-mr-fuzzy
371,2012-03-20 13:45:10,203,/home
372,2012-03-20 13:47:15,204,/home
373,2012-03-20 13:48:36,205,/home
374,2012-03-20 13:49:16,206,/home
375,2012-03-20 13:49:52,203,/products
376,2012-03-20 13:50:28,203,/the-original-mr-fuzzy
377,2012-03-20 13:58:38,207,/home
378,2012-03-20 13:59:30,207,/products
379,2012-03-20 14:03:04,208,/home
380,2012-03-20 14:09:31,209,/home
381,2012-03-20 14:13:57,210,/home
382,2012-03-20 14:22:06,211,/home
383,2012-03-20 14:25:21,211,/products
384,2012-03-20 14:26:13,211,/the-original-mr-fuzzy
385,2012-03-20 14:27:17,211,/cart
386,2012-03-20 14:28:12,211,/shipping
387,2012-03-20 14:30:40,211,/billing
388,2012-03-20 14:33:41,212,/home
389,2012-03-20 14:36:16,213,/home
390,2012-03-20 14:41:07,214,/home
391,2012-03-20 14:42:35,215,/home
392,2012-03-20 14:42:56,216,/home
393,2012-03-20 14:43:30,217,/home
394,2012-03-20 14:43:59,217,/products
395,2012-03-20 14:46:16,217,/the-original-mr-fuzzy
396,2012-03-20 14:52:07,218,/home
397,2012-03-20 14:54:17,219,/home
398,2012-03-20 15:10:28,220,/home
399,2012-03-20 15:24:21,221,/home
400,2012-03-20 15:25:38,222,/home
401,2012-03-20 15:25:41,223,/home
402,2012-03-20 15:27:56,222,/products
403,2012-03-20 15:28:32,223,/products
404,2012-03-20 15:30:55,224,/home
405,2012-03-20 15:32:42,223,/the-original-mr-fuzzy
406,2012-03-20 15:33:53,224,/products
407,2012-03-20 15:35:04,225,/home
408,2012-03-20 15:35:26,223,/cart
409,2012-03-20 15:37:17,226,/home
410,2012-03-20 15:38:07,227,/home
411,2012-03-20 15:40:02,228,/home
412,2012-03-20 15:40:17,227,/products
413,2012-03-20 15:40:29,229,/home
414,2012-03-20 15:41:52,230,/home
415,2012-03-20 15:42:25,226,/products
416,2012-03-20 15:42:55,226,/the-original-mr-fuzzy
417,2012-03-20 15:43:14,227,/the-original-mr-fuzzy
418,2012-03-20 15:46:40,231,/home
419,2012-03-20 15:50:20,231,/products
420,2012-03-20 15:54:22,232,/home
421,2012-03-20 15:54:33,231,/the-original-mr-fuzzy
422,2012-03-20 15:57:15,231,/cart
423,2012-03-20 15:59:04,231,/shipping
424,2012-03-20 15:59:10,232,/products
425,2012-03-20 16:02:08,231,/billing
426,2012-03-20 16:02:16,232,/the-original-mr-fuzzy
427,2012-03-20 16:03:33,232,/cart
428,2012-03-20 16:04:32,233,/home
429,2012-03-20 16:05:57,232,/shipping
430,2012-03-20 16:06:32,234,/home
431,2012-03-20 16:07:00,233,/products
432,2012-03-20 16:07:37,234,/products
433,2012-03-20 16:07:46,232,/billing
434,2012-03-20 16:07:59,235,/home
435,2012-03-20 16:09:37,233,/the-original-mr-fuzzy
436,2012-03-20 16:11:08,233,/cart
437,2012-03-20 16:12:47,232,/thank-you-for-your-order
438,2012-03-20 16:13:48,233,/shipping
439,2012-03-20 16:17:19,236,/home
440,2012-03-20 16:19:26,237,/home
441,2012-03-20 16:21:53,238,/home
442,2012-03-20 16:23:46,237,/products
443,2012-03-20 16:38:04,239,/home
444,2012-03-20 16:39:45,240,/home
445,2012-03-20 16:43:35,239,/products
446,2012-03-20 16:46:01,241,/home
447,2012-03-20 16:47:02,242,/home
448,2012-03-20 16:47:14,241,/products
449,2012-03-20 16:50:44,241,/the-original-mr-fuzzy
450,2012-03-20 16:54:02,241,/cart
451,2012-03-20 16:55:31,243,/home
452,2012-03-20 16:56:15,241,/shipping
453,2012-03-20 16:58:42,241,/billing
454,2012-03-20 17:03:41,241,/thank-you-for-your-order
455,2012-03-20 17:12:39,244,/home
456,2012-03-20 17:14:00,244,/products
457,2012-03-20 17:17:09,245,/home
458,2012-03-20 17:17:58,246,/home
459,2012-03-20 17:22:56,246,/products
460,2012-03-20 17:23:34,246,/the-original-mr-fuzzy
461,2012-03-20 17:51:31,247,/home
462,2012-03-20 17:55:13,248,/home
463,2012-03-20 17:56:40,247,/products
464,2012-03-20 17:57:52,247,/the-original-mr-fuzzy
465,2012-03-20 17:58:51,248,/products
466,2012-03-20 18:02:41,248,/the-original-mr-fuzzy
467,2012-03-20 18:05:37,249,/home
468,2012-03-20 18:07:26,250,/home
469,2012-03-20 18:11:14,251,/home
470,2012-03-20 18:15:48,252,/home
471,2012-03-20 18:16:36,252,/products
472,2012-03-20 18:22:01,253,/home
473,2012-03-20 18:29:20,254,/home
474,2012-03-20 18:39:29,255,/home
475,2012-03-20 18:39:39,256,/home
476,2012-03-20 18:51:03,257,/home
477,2012-03-20 18:54:14,258,/home
478,2012-03-20 18:56:27,259,/home
479,2012-03-20 19:26:01,260,/home
480,2012-03-20 19:29:45,261,/home
481,2012-03-20 19:30:41,262,/home
482,2012-03-20 19:33:32,262,/products
483,2012-03-20 19:44:50,263,/home
484,2012-03-20 19:46:49,264,/home
485,2012-03-20 19:47:23,265,/home
486,2012-03-20 19:51:16,264,/products
487,2012-03-20 19:56:00,266,/home
488,2012-03-20 19:58:41,267,/home
489,2012-03-20 20:06:39,268,/home
490,2012-03-20 20:08:27,269,/home
491,2012-03-20 20:10:21,268,/products
492,2012-03-20 20:16:26,270,/home
493,2012-03-20 20:16:38,271,/home
494,2012-03-20 20:17:46,271,/products
495,2012-03-20 20:19:53,271,/the-original-mr-fuzzy
496,2012-03-20 20:30:41,272,/home
497,2012-03-20 20:35:15,272,/products
498,2012-03-20 20:36:12,273,/home
499,2012-03-20 20:38:30,272,/the-original-mr-fuzzy
500,2012-03-20 20:38:48,274,/home
